Run_nr ,Alpha ,Delta_Pb ,P_bar   ,T     ,rpm    ,rho   ,P001     ,P002     ,P003     ,P004    ,P005    ,P006    ,P007    ,P008    ,P009    ,P010    ,P011    ,P012    ,P013    ,P014    ,P015    ,P016    ,P017    ,P018    ,P019    ,P020    ,P021    ,P022    ,P023   ,P024   ,P025   ,P026     ,P027    ,P028    ,P029    ,P030    ,P031    ,P032    ,P033    ,P034    ,P035    ,P036   ,P037   ,P038   ,P039   ,P040   ,P041   ,P042   ,P043   ,P044   ,P045   ,P046   ,P047  ,P048  ,P049   ,P050   ,P051   ,P052   ,P053   ,P054   ,P055   ,P056   ,P057   ,P058   ,P059   ,P060   ,P061   ,P062   ,P063   ,P064   ,P065   ,P066   ,P067   ,P068   ,P069   ,P070   ,P071   ,P072   ,P073   ,P074   ,P075   ,P076   ,P077   ,P078   ,P079   ,P080   ,P081   ,P082   ,P083   ,P084   ,P085   ,P086   ,P087   ,P088   ,P089   ,P090   ,P091   ,P092   ,P093   ,P094   ,P095   ,P096   ,P097   ,P098  ,P099  ,P100  ,P101  ,P102  ,P103  ,P104  ,P105  ,P106  ,P107  ,P108  ,P109  ,P110  ,P111  ,P112  ,P113
    35 ,9.2   ,  146.83 ,1009.14 ,24.44 ,920.48 ,1.181 ,-1155.07 ,-710.61  ,-705.6   ,-593.49 ,-497.6  ,-405.8  ,-341.77 ,-315.12 ,-284.83 ,-262.87 ,-228.47 ,-220.5  ,-203.34 ,-184.62 ,-170.52 ,-146.04 ,-116.67 ,-96.58  ,-75.22  ,-62.06  ,-43.64  ,-20.36  ,-2.96  ,9.24   ,29.37  ,-1157.41 ,127.07  ,298.06  ,244.8   ,185.21  ,147.77  ,122.81  ,106.42  ,93.32   ,82.45   ,73.17  ,65.77  ,58.05  ,53.65  ,48.79  ,44.59  ,41.37  ,39.63  ,37.74  ,38.06  ,38.62  ,39.96 ,42.12 ,29.37  ,301.94 ,300.67 ,301.13 ,300.65 ,301.98 ,301.51 ,301.24 ,301.75 ,302.33 ,302.89 ,302.78 ,300.69 ,301.3  ,300.57 ,301.63 ,300.75 ,301.79 ,301.99 ,302.47 ,302.54 ,299.15 ,289.03 ,262.75 ,233.72 ,230.12 ,251.25 ,280.39 ,297.24 ,301.21 ,302.68 ,300.85 ,303.47 ,310.18 ,312.3  ,310.27 ,308.82 ,308.3  ,308.63 ,306.69 ,309.53 ,306.68 ,311.26 ,310.33 ,308.06 ,309.19 ,310.58 ,309.91 ,310.49 , 9.78 ,18.04 ,18.82 ,17.19 ,15.65 ,14.74 ,15.82 ,14.73 ,13.33 ,11.37 ,11.48 ,18.67 ,-0.24 ,-0.05 ,-0.17 ,0.07
    36 ,9.2   ,  143.5  ,1009.15 ,24.45 ,919.93 ,1.181 ,-1176.15 ,-717.97  ,-716.86  ,-601.53 ,-505.26 ,-407.81 ,-344.53 ,-318.13 ,-288.26 ,-266.41 ,-231.01 ,-222.41 ,-205.31 ,-185.68 ,-170.87 ,-145.83 ,-117.83 ,-97.37  ,-75.42  ,-62.46  ,-43.55  ,-20.57  ,-2.71  ,9.86   ,30.15  ,-1178.34 ,125.17  ,301.21  ,248.35  ,188.18  ,150.09  ,125.26  ,108.36  ,95.07   ,84.08   ,74.66  ,67.23  ,59.33  ,54.86  ,49.93  ,45.68  ,42.37  ,40.62  ,38.68  ,39     ,39.56  ,40.85 ,43.04 ,30.15  ,305.24 ,303.88 ,304.44 ,304    ,305.55 ,304.72 ,304.41 ,305.14 ,305.73 ,306.27 ,306.05 ,303.86 ,304.57 ,304.12 ,304.77 ,304.08 ,304.97 ,305.14 ,305.96 ,306.01 ,302.24 ,291.16 ,264.45 ,235.99 ,233.08 ,254.56 ,283.02 ,300    ,304.53 ,305.95 ,303.94 ,306.66 ,302.86 ,304.91 ,302.43 ,301.69 ,300.79 ,301.03 ,299.07 ,301.81 ,299.07 ,303.65 ,302.61 ,300.53 ,301.73 ,303.28 ,302.56 ,303.09 ,10.56 ,18.56 ,19.33 ,17.75 ,16.19 ,15.3  ,16.29 ,15.26 ,14    ,12.08 ,12.16 ,19.18 ,0.79  ,-0.08 ,-0.18 ,0.08
    37 ,9.3   ,  143.51 ,1009.13 ,24.46 ,920.84 ,1.181 ,-1206.92 ,-721.57  ,-734.78  ,-629.17 ,-496.25 ,-403.14 ,-351.51 ,-324.66 ,-293.45 ,-269.11 ,-233.27 ,-224.27 ,-207.23 ,-187.14 ,-172.71 ,-146.92 ,-118.53 ,-98.36  ,-76.36  ,-63.13  ,-44.51  ,-21.73  ,-3.68  ,8.06   ,27.66  ,-1210.73 ,117.9   ,300.9   ,248.91  ,188.9   ,150.65  ,125.54  ,108.58  ,95.17   ,84.02   ,74.54  ,66.97  ,58.94  ,54.42  ,49.32  ,45.04  ,41.67  ,39.78  ,37.74  ,38.03  ,38.37  ,39.55 ,41.52 ,27.66  ,304.67 ,303.5  ,303.88 ,303.33 ,304.93 ,304.39 ,303.83 ,304.48 ,305.45 ,305.76 ,305.43 ,303.32 ,303.97 ,303.48 ,304.23 ,303.42 ,304.32 ,304.59 ,305.34 ,305.3  ,300.92 ,288.18 ,261.02 ,233.15 ,231.9  ,254.98 ,283.83 ,300.05 ,304.02 ,305.35 ,303.44 ,306.16 ,307.43 ,309.58 ,307.43 ,306.08 ,305.46 ,305.95 ,303.72 ,306.66 ,303.67 ,308.55 ,307.2  ,305.11 ,306.41 ,307.79 ,307.18 ,307.6  , 9.83 ,18.03 ,18.77 ,17.17 ,15.64 ,14.65 ,15.63 ,14.73 ,13.38 ,11.39 ,11.46 ,18.68 ,-0.36 ,-0.08 ,-0.21 ,0.08
    38 ,9.4   ,  143.63 ,1009.11 ,24.48 ,919.81 ,1.181 ,-1217.68 ,-715.82  ,-734.58  ,-653.27 ,-480.01 ,-401.59 ,-350.94 ,-323.11 ,-291.81 ,-267.89 ,-231.14 ,-222.31 ,-205.19 ,-185.02 ,-170.12 ,-145.63 ,-116.93 ,-96.62  ,-74.61  ,-61.87  ,-43.55  ,-21.48  ,-4.44  ,6.79   ,25.75  ,-1221.22 ,111.57  ,297.5   ,247.78  ,188.51  ,150.69  ,125.46  ,108.6   ,95.22   ,84.09   ,74.62  ,67.05  ,59.12  ,54.46  ,49.35  ,44.98  ,41.53  ,39.57  ,37.47  ,37.54  ,37.93  ,38.95 ,40.93 ,25.75  ,301.66 ,300.48 ,300.93 ,300.29 ,301.65 ,301.38 ,300.94 ,301.44 ,302.31 ,302.47 ,301.98 ,300.4  ,301.09 ,300.24 ,301.14 ,300.51 ,301.57 ,301.59 ,302.23 ,302.08 ,296.84 ,282.23 ,254.68 ,229    ,230.69 ,254.12 ,281.82 ,297.21 ,300.94 ,302.38 ,300.57 ,303.19 ,306.68 ,307.89 ,306.7  ,305.47 ,304.8  ,305.21 ,303.1  ,306.06 ,303.08 ,307.93 ,306.65 ,304.47 ,305.65 ,307.28 ,306.63 ,307.04 , 9.91 ,18.16 ,18.93 ,17.31 ,15.82 ,14.81 ,15.88 ,15.1  ,13.47 ,11.53 ,11.59 ,18.81 ,-0.42 ,-0.09 ,-0.22 ,0.09
    39 ,9.5   ,  143.16 ,1009.16 ,24.5  ,920.28 ,1.181 ,-1235.09 ,-720.8   ,-753.98  ,-669.38 ,-477.48 ,-407.18 ,-357.95 ,-326.06 ,-293.41 ,-269.69 ,-232.77 ,-223.53 ,-205.46 ,-185.92 ,-170    ,-145.15 ,-116.69 ,-96.37  ,-74.37  ,-61.36  ,-43.07  ,-20.98  ,-4.48  ,6.58   ,25.52  ,-1237.67 ,106.14  ,300.34  ,251.51  ,191.62  ,153.25  ,128.66  ,111.01  ,97.47   ,86.17   ,76.57  ,68.91  ,60.74  ,56.02  ,50.81  ,46.37  ,42.84  ,40.8   ,38.56  ,38.56  ,38.8   ,39.8  ,41.69 ,25.52  ,304.48 ,303.21 ,303.79 ,303.03 ,304.7  ,304.01 ,303.56 ,304.32 ,305.13 ,305.35 ,304.58 ,303.1  ,303.7  ,303.12 ,303.94 ,303.19 ,304.26 ,304.27 ,305.09 ,304.8  ,298.5  ,283.17 ,254.58 ,229.14 ,232.16 ,257.95 ,285.99 ,300.22 ,303.79 ,305.22 ,303.19 ,305.96 ,304.35 ,304.71 ,304.04 ,302.92 ,302.13 ,302.58 ,300.53 ,303.29 ,300.36 ,304.97 ,303.92 ,301.86 ,302.91 ,305    ,303.87 ,304.38 , 9.97 ,18.14 ,18.9  ,17.29 ,15.8  ,14.58 ,15.51 ,14.8  ,13.54 ,11.57 ,11.6  ,18.8  ,-0.11 ,-0.05 ,-0.19 ,0.1
    40 ,9.6   ,  143.63 ,1009.17 ,24.5  ,919.72 ,1.181 ,-1256.29 ,-721.65  ,-769.76  ,-693    ,-466.15 ,-407.54 ,-358.4  ,-326.08 ,-293.57 ,-268.27 ,-231.77 ,-221.95 ,-203.97 ,-183.86 ,-168.96 ,-144.01 ,-115.53 ,-94.95  ,-73.34  ,-60.56  ,-42.59  ,-20.65  ,-4.44  ,6.07   ,24.93  ,-1258.89 ,104.32  ,299.33  ,251.81  ,192.79  ,154.22  ,129.29  ,111.83  ,98.24   ,86.88   ,77.24  ,69.56  ,61.43  ,56.56  ,51.28  ,46.84  ,43.21  ,41.1   ,38.82  ,38.77  ,38.9   ,39.77 ,41.45 ,24.93  ,303.27 ,301.93 ,302.61 ,302.09 ,303.55 ,303.02 ,302.47 ,303.26 ,304.02 ,304.21 ,303.38 ,302.11 ,302.73 ,302.05 ,302.95 ,302.23 ,303.26 ,303.27 ,304.01 ,303.38 ,295.64 ,278.78 ,250.89 ,228.12 ,232.22 ,257.16 ,284.14 ,298.65 ,302.74 ,304.08 ,302.24 ,304.87 ,304.92 ,307.46 ,304.62 ,303.48 ,302.65 ,302.96 ,300.94 ,303.74 ,300.97 ,305.52 ,304.33 ,302.29 ,303.31 ,305.39 ,304.47 ,304.79 ,10.39 ,18.61 ,19.33 ,17.73 ,16.25 ,15.01 ,16.03 ,15.38 ,13.98 ,12.01 ,12.03 ,19.25 ,0.41  ,-0.08 ,-0.18 ,0.09
    41 ,9.7   ,  145.23 ,1009.14 ,24.52 ,920.29 ,1.181 ,-1280.91 ,-735.19  ,-790.18  ,-721.5  ,-470.18 ,-410.65 ,-362.92 ,-329.13 ,-296.79 ,-271.23 ,-233.32 ,-224.25 ,-204.65 ,-184.49 ,-169.27 ,-144    ,-115.75 ,-95.26  ,-73.4   ,-60.71  ,-42.78  ,-21.21  ,-5.07  ,4.72   ,22     ,-1284.55 ,98.56   ,300.01  ,253.5   ,194.34  ,155.42  ,130.52  ,112.76  ,99.03   ,87.52   ,77.75  ,69.95  ,61.62  ,56.72  ,51.33  ,46.79  ,43.06  ,40.88  ,38.46  ,38.25  ,38.33  ,39.08 ,40.7  ,22     ,303.97 ,302.72 ,303.31 ,302.69 ,304.21 ,303.6  ,303.11 ,303.84 ,304.84 ,305.11 ,304.05 ,302.67 ,303.42 ,302.77 ,303.49 ,302.89 ,303.86 ,303.93 ,304.95 ,304.05 ,295.1  ,276.92 ,249.49 ,227.96 ,232.52 ,257.28 ,284.39 ,298.49 ,303.26 ,304.67 ,302.83 ,305.54 ,304.77 ,306.65 ,304.43 ,303.38 ,302.42 ,302.88 ,300.8  ,303.82 ,300.79 ,305.58 ,304.27 ,302.23 ,303.23 ,305.33 ,304.38 ,305.1  , 9.5  ,17.81 ,18.55 ,16.91 ,15.38 ,14.05 ,14.99 ,14.39 ,13.12 ,11.09 ,11.17 ,18.47 ,-0.55 ,-0.07 ,-0.18 ,0.08
    42 ,9.8   ,  144.65 ,1009.14 ,24.54 ,919.26 ,1.181 ,-1292.83 ,-743.43  ,-804.48  ,-704.59 ,-480.71 ,-415.57 ,-366.87 ,-331.69 ,-298.43 ,-271.66 ,-233.63 ,-223.74 ,-205.13 ,-184.18 ,-168.76 ,-143.25 ,-114.9  ,-94.21  ,-72.47  ,-59.81  ,-42.13  ,-21.4   ,-6.25  ,3.22   ,19.72  ,-1297.27 ,93.64   ,300.74  ,254.96  ,195.9   ,157.23  ,132.03  ,113.96  ,100.12  ,88.5    ,78.61  ,70.71  ,62.25  ,57.28  ,51.78  ,47.17  ,43.32  ,41.05  ,38.52  ,38.21  ,38.16  ,38.73 ,40.17 ,19.72  ,304.66 ,303.64 ,304.02 ,303.4  ,304.69 ,304.37 ,304.05 ,304.69 ,305.84 ,306.14 ,304.86 ,303.36 ,304.16 ,303.81 ,304.35 ,303.64 ,304.69 ,304.76 ,305.87 ,304.67 ,294.21 ,275.34 ,247.76 ,228.13 ,234.51 ,259.72 ,286.27 ,299.68 ,304.14 ,305.53 ,303.55 ,306.31 ,305.45 ,306.81 ,305.25 ,303.95 ,303.25 ,303.62 ,301.56 ,304.48 ,301.32 ,306.11 ,304.87 ,302.93 ,303.6  ,305.97 ,305    ,305.51 , 9.72 ,18.08 ,18.81 ,17.2  ,15.67 ,14.21 ,15.19 ,14.73 ,13.31 ,11.33 ,11.37 ,18.71 ,-0.02 ,-0.04 ,-0.17 ,0.06
    43 ,9.9   ,  144.55 ,1009.11 ,24.57 ,919.18 ,1.181 ,-1304.03 ,-748.13  ,-817.1   ,-720.44 ,-486.47 ,-419.04 ,-369.4  ,-333.33 ,-302.76 ,-273.46 ,-234.84 ,-224.4  ,-205.73 ,-184.01 ,-168.05 ,-143.15 ,-113.92 ,-93.54  ,-71.45  ,-59.2   ,-41.6   ,-21.02  ,-6.52  ,2.18   ,18.28  ,-1308.09 ,87.55   ,301.16  ,256.91  ,197.92  ,158.5   ,133.06  ,115.12  ,101.19  ,89.41   ,79.41  ,71.43  ,62.88  ,57.83  ,52.22  ,47.49  ,43.51  ,41.19  ,38.54  ,38.17  ,37.97  ,38.44 ,39.73 ,18.28  ,304.8  ,304.3  ,304.66 ,303.9  ,305.24 ,305.19 ,304.63 ,305.34 ,306.5  ,306.81 ,305.54 ,303.88 ,304.82 ,304.39 ,305.1  ,304.26 ,305.19 ,305.45 ,306.32 ,305.24 ,293.42 ,273.42 ,246.55 ,227.91 ,235.09 ,259.88 ,285.88 ,299.25 ,304.64 ,306.12 ,304.08 ,306.98 ,305.43 ,307.17 ,305.15 ,304.05 ,303.04 ,303.55 ,301.47 ,304.35 ,301.44 ,306.17 ,304.96 ,302.86 ,303.37 ,306.01 ,304.86 ,305.44 , 9.82 ,18.24 ,18.98 ,17.41 ,15.9  ,14.18 ,15.23 ,14.99 ,13.54 ,11.55 ,11.6  ,18.9  ,-0.34 ,-0.07 ,-0.21 ,-0.01
    44 ,10    ,  142.93 ,1009.13 ,24.57 ,920.15 ,1.181 ,-1314.94 ,-745.8   ,-827.19  ,-714.19 ,-487.73 ,-418.82 ,-368.52 ,-332.68 ,-302.15 ,-272.32 ,-233.22 ,-222.96 ,-204.09 ,-182.98 ,-166.75 ,-141.92 ,-113.29 ,-92.86  ,-71.01  ,-58.65  ,-41.64  ,-21.94  ,-7.27  ,0.94   ,16.1   ,-1319.62 ,80.89   ,298.9   ,256.01  ,197.28  ,158.26  ,132.97  ,114.76  ,100.8   ,89      ,78.98  ,70.92  ,62.36  ,57.22  ,51.59  ,46.79  ,42.84  ,40.31  ,37.66  ,37.09  ,36.86  ,37.19 ,38.36 ,16.1   ,302.44 ,301.8  ,302.27 ,301.76 ,302.89 ,302.73 ,302.41 ,302.99 ,304.03 ,303.83 ,303.29 ,301.53 ,302.51 ,301.89 ,302.82 ,301.98 ,303.03 ,303.09 ,304.15 ,302.37 ,288.97 ,267.8  ,241.84 ,225.31 ,233.84 ,259.06 ,284.33 ,297.13 ,302.14 ,303.94 ,301.89 ,304.69 ,303.03 ,305.45 ,302.86 ,301.94 ,301.05 ,301.31 ,299.22 ,302.12 ,299.14 ,303.81 ,302.52 ,300.54 ,301.06 ,303.98 ,302.83 ,303.19 , 9.47 ,17.77 ,18.55 ,16.92 ,15.43 ,13.47 ,14.36 ,14.36 ,13.19 ,11.19 ,11.15 ,18.43 ,-0.64 ,-0.06 ,-0.19 ,0.12
    45 ,10.1  ,  143.58 ,1009.12 ,24.59 ,919.3  ,1.181 ,-1340.08 ,-756.96  ,-845.19  ,-684.44 ,-492.75 ,-421.44 ,-371.4  ,-334.85 ,-303.11 ,-272.45 ,-234.21 ,-223.46 ,-204.26 ,-182.77 ,-166.12 ,-141.17 ,-112.21 ,-91.5   ,-69.71  ,-57.67  ,-40.79  ,-20.75  ,-7.25  ,0.93   ,15.58  ,-1344.08 ,76.31   ,300.67  ,258.47  ,199.91  ,160.82  ,135.22  ,116.93  ,102.8   ,90.91   ,80.7   ,72.54  ,63.93  ,58.71  ,52.93  ,48.05  ,43.97  ,41.4   ,38.64  ,38.05  ,37.68  ,37.94 ,38.88 ,15.58  ,304.5  ,303.97 ,304.32 ,303.73 ,305.03 ,304.9  ,304.37 ,304.95 ,306.08 ,305.9  ,305.16 ,303.36 ,304.6  ,304.23 ,304.77 ,304.02 ,305    ,305.03 ,305.82 ,303.79 ,289.51 ,267.75 ,241.21 ,225.81 ,234.84 ,259.77 ,284.34 ,298.18 ,304.03 ,305.88 ,303.84 ,306.67 ,305.09 ,307.2  ,304.95 ,303.71 ,302.88 ,303.25 ,301.16 ,304.12 ,301.13 ,305.91 ,304.55 ,302.48 ,302.99 ,306.12 ,304.62 ,305.38 , 9.83 ,18.3  ,19.12 ,17.54 ,16.09 ,14.21 ,15.24 ,15.25 ,13.59 ,11.68 ,11.63 ,18.98 ,0.01  ,-0.07 ,-0.24 ,-0.19
    46 ,10.3  ,  144.08 ,1009.11 ,24.6  ,919.48 ,1.181 ,-1381.16 ,-773.7   ,-880.6   ,-621.99 ,-500.91 ,-426.39 ,-374.84 ,-337.32 ,-304.78 ,-273.76 ,-234.56 ,-223.5  ,-204.02 ,-182.3  ,-165.7  ,-139.89 ,-111.04 ,-91     ,-69.1   ,-57.35  ,-40.79  ,-21.31  ,-8.33  ,-0.79  ,13.44  ,-1384.39 ,63.74   ,300.38  ,260.44  ,203.1   ,163.33  ,137.3   ,118.89  ,104.54  ,92.44   ,82.01  ,73.67  ,64.91  ,59.52  ,53.57  ,48.53  ,44.26  ,41.55  ,38.67  ,37.9   ,37.33  ,37.39 ,38.13 ,13.44  ,304.84 ,304.29 ,304.72 ,304.2  ,305.27 ,305.2  ,304.8  ,305.39 ,306.72 ,306.14 ,305.46 ,303.82 ,304.95 ,304.61 ,305.01 ,304.31 ,305.32 ,305.38 ,306.2  ,302.84 ,287    ,265.79 ,239.59 ,224.06 ,231.49 ,255.12 ,281.21 ,296.67 ,303.77 ,306.16 ,304.14 ,307.13 ,305.19 ,306.63 ,304.75 ,303.52 ,302.89 ,303.24 ,301.13 ,304.2  ,300.88 ,305.92 ,304.6  ,302.52 ,303.01 ,306.15 ,304.44 ,305.8  , 9.34 ,17.83 ,18.61 ,16.98 ,15.46 ,13.4  ,14.2  ,14.5  ,13.15 ,11.08 ,11.06 ,18.46 ,-0.98 ,-0.06 ,-0.2  ,0.02
    47 ,10.5  ,  142.19 ,1009.1  ,24.62 ,919.46 ,1.181 ,-1422.45 ,-796.19  ,-920.15  ,-587.01 ,-510.95 ,-432.11 ,-378.77 ,-342.65 ,-307.15 ,-275.85 ,-235.97 ,-223.88 ,-204.47 ,-182.07 ,-167.38 ,-138.61 ,-110.39 ,-90.85  ,-68.1   ,-56.74  ,-40.64  ,-21.99  ,-9.59  ,-2.78  ,10.33  ,-1424.76 ,50.7    ,300.14  ,263.53  ,206.04  ,166.05  ,139.33  ,120.82  ,106.18  ,93.94   ,83.3   ,74.77  ,65.99  ,60.31  ,54.18  ,48.97  ,44.55  ,41.66  ,38.59  ,37.64  ,36.91  ,36.74 ,37.28 ,10.33  ,305.03 ,304.45 ,304.08 ,304.37 ,305.53 ,305.37 ,305.01 ,305.66 ,306.96 ,306.43 ,305.7  ,304.11 ,305.26 ,304.73 ,305.1  ,304.62 ,305.21 ,305.52 ,306.45 ,301.27 ,284.13 ,262.07 ,236.96 ,221.68 ,229.15 ,252.37 ,278.32 ,295.4  ,303.78 ,305.94 ,304.49 ,307.12 ,305.66 ,306.61 ,305.35 ,304.15 ,303.54 ,303.95 ,301.66 ,304.78 ,302.02 ,306.57 ,305.21 ,303.17 ,303.52 ,306.67 ,305.39 ,306.59 , 9.92 ,18.46 ,19.22 ,17.61 ,16.01 ,13.7  ,14.39 ,15.02 ,13.71 ,11.67 ,11.66 ,19.08 ,-0.24 ,-0.08 ,-0.2  ,0.04
    48 ,10.7  ,  143.72 ,1009.09 ,24.63 ,919.68 ,1.181 ,-1416.99 ,-792.88  ,-915.36  ,-586.75 ,-507.61 ,-430.26 ,-377.51 ,-341.42 ,-305.48 ,-273.89 ,-234.97 ,-222.43 ,-203.14 ,-180.68 ,-167.17 ,-138.31 ,-109.2  ,-89.93  ,-67.23  ,-55.87  ,-39.87  ,-21.09  ,-9.03  ,-2.58  ,10.92  ,-1419.72 ,51.58   ,300.04  ,262.92  ,205.84  ,166.13  ,139.56  ,121.02  ,106.44  ,94.18   ,83.56  ,74.97  ,66.14  ,60.65  ,54.53  ,49.37  ,44.98  ,41.99  ,39.02  ,38.06  ,37.34  ,37.19 ,37.78 ,10.92  ,304.88 ,304.43 ,304.01 ,304.2  ,305.51 ,305.15 ,304.63 ,305.43 ,306.89 ,306.21 ,305.46 ,303.98 ,304.97 ,304.7  ,305.22 ,304.37 ,304.7  ,305.4  ,306.28 ,301.06 ,284.17 ,262.64 ,237.11 ,221.28 ,228.77 ,251.91 ,277.94 ,295.09 ,303.29 ,305.36 ,304.2  ,306.65 ,305.11 ,306.29 ,304.78 ,303.59 ,303    ,303.28 ,301.21 ,304.09 ,301.71 ,305.95 ,304.71 ,302.51 ,303.01 ,306.17 ,304.73 ,305.98 , 9.19 ,17.77 ,18.53 ,16.97 ,15.29 ,12.91 ,13.56 ,14.31 ,13.03 ,10.95 ,10.93 ,18.42 ,-0.55 ,-0.07 ,-0.2  ,-0.01
    49 ,10.9  ,  143.8  ,1009.07 ,24.62 ,920.33 ,1.181 ,-1472.93 ,-888.27  ,-1005.4  ,-585.34 ,-521.58 ,-436.37 ,-381.79 ,-344.2  ,-306.93 ,-274.91 ,-234.03 ,-221.32 ,-200.02 ,-177.61 ,-163.02 ,-134.34 ,-105.1  ,-85.97  ,-64.47  ,-53.87  ,-39.15  ,-22.59  ,-11.84 ,-6.25  ,4.98   ,-1475.82 ,25.18   ,297.31  ,267.51  ,210.65  ,170.74  ,143.46  ,124.76  ,109.82  ,97.26   ,86.35  ,77.45  ,68.51  ,62.64  ,56.21  ,50.74  ,46.01  ,42.66  ,39.41  ,38.1   ,36.99  ,36.35 ,36.27 ,4.98   ,303.86 ,303.6  ,302.9  ,303.38 ,304.34 ,304.24 ,303.72 ,304.4  ,305.77 ,305.11 ,304.55 ,303.01 ,304.06 ,303.55 ,304.18 ,303.31 ,303.66 ,304.07 ,303.77 ,295.81 ,274.24 ,250.55 ,228.44 ,217.43 ,228.82 ,252.76 ,278.11 ,294.18 ,302.04 ,304.15 ,303.26 ,305.37 ,304.83 ,306.67 ,304.48 ,303.38 ,302.56 ,303.05 ,300.92 ,303.86 ,301.39 ,305.64 ,304.3  ,302.21 ,302.69 ,305.8  ,304.45 ,305.61 , 9.68 ,18.32 ,19.07 ,17.5  ,15.74 ,13.31 ,13.83 ,14.91 ,13.55 ,11.49 ,11.44 ,18.98 ,-0.25 ,-0.06 ,-0.23 ,0.04
    50 ,11.1  ,  144.08 ,1009.08 ,24.64 ,919.95 ,1.18  ,-1347.97 ,-959.26  ,-1084.74 ,-621.24 ,-535.95 ,-446.35 ,-389.11 ,-351.75 ,-312.29 ,-278.38 ,-237.22 ,-223.73 ,-202.66 ,-178.85 ,-163.8  ,-134.23 ,-104.6  ,-86     ,-64.45  ,-54.04  ,-40.17  ,-24.67  ,-14.43 ,-9.94  ,0.69   ,-1351.12 ,4.64    ,298.45  ,271.89  ,214.21  ,174.45  ,146.09  ,127.16  ,111.88  ,98.99   ,87.85  ,78.64  ,69.51  ,63.4   ,56.82  ,51.07  ,46.15  ,42.61  ,39.15  ,37.66  ,36.34  ,35.49 ,35.37 ,0.69   ,306.39 ,305.92 ,305.32 ,305.76 ,306.78 ,306.48 ,306    ,306.77 ,308.08 ,307.7  ,306.93 ,305.37 ,306.4  ,305.91 ,306.6  ,305.71 ,305.94 ,306.37 ,305.27 ,295.85 ,273.23 ,249.13 ,227.77 ,217.74 ,229.61 ,254.03 ,279.12 ,295.39 ,304.06 ,306.39 ,305.58 ,307.86 ,306.6  ,307.45 ,306.27 ,304.93 ,304.46 ,304.78 ,302.67 ,305.68 ,303.32 ,307.41 ,306.08 ,303.96 ,304.41 ,307.52 ,306.16 ,307.55 , 9.7  ,18.48 ,19.25 ,17.62 ,15.8  ,13.15 ,13.64 ,14.9  ,13.68 ,11.54 ,11.5  ,19.11 ,-0.46 ,-0.05 ,-0.17 ,0.03
    51 ,11.3  ,  143.51 ,1009.08 ,24.66 ,919.96 ,1.18  ,-1367.12 ,-966.45  ,-1080.7  ,-642.94 ,-536.31 ,-443.17 ,-385.29 ,-348    ,-308.39 ,-274.64 ,-233.6  ,-220.3  ,-197.92 ,-175.99 ,-159.79 ,-131.2  ,-101.83 ,-83.44  ,-62.83  ,-52.84  ,-40     ,-25.65  ,-15.62 ,-12.16 ,-0.93  ,-1370.22 ,-5.13   ,293.23  ,269.08  ,213.04  ,173.22  ,145.49  ,126.55  ,111.38  ,98.55   ,87.42  ,78.25  ,68.91  ,63.04  ,56.39  ,50.67  ,45.71  ,42.09  ,38.58  ,36.98  ,35.56  ,34.54 ,34.16 ,-0.93  ,301.77 ,301.78 ,301.02 ,301.18 ,302.33 ,302.16 ,301.79 ,302.36 ,302.97 ,302.87 ,302.34 ,300.71 ,301.94 ,301.46 ,302.23 ,301.3  ,301.59 ,301.85 ,299.87 ,289.59 ,266.54 ,243.79 ,222.52 ,214.24 ,227.02 ,250.76 ,275.46 ,291.14 ,299.57 ,301.99 ,301.09 ,303.29 ,305.33 ,306.79 ,304.85 ,303.84 ,303.07 ,303.5  ,301.34 ,304.31 ,301.76 ,306.02 ,304.52 ,302.7  ,303.12 ,306.26 ,304.71 ,306.13 , 9.85 ,18.65 ,19.39 ,17.78 ,15.89 ,13.08 ,13.45 ,15.06 ,13.85 ,11.73 ,11.63 ,19.29 ,-0.14 ,-0.09 ,-0.2  ,0.06
